sample,raw_reads,adpter_removed,fastp_input,fastp_after_filtering,fastp_passed_filters,fastp_too_short,fastp_low complexity
LV7001884345-LV7001308323-CGG3-016651_S29_L003,28102974,33656169,33.643544,27.575119,29.626100,10.265325%,1.675879%
LV7001884345-LV7001308323-CGG3-016651_S29_L004,28400831,33934772,33.922633,27.661025,29.799865,10.459327%,1.694117%
LV7001884346-LV7001308319-CGG3-016635_S21_L001,29797377,36050946,36.036621,25.577294,27.400300,21.065024%,2.900377%
LV7001884346-LV7001308319-CGG3-016635_S21_L002,30201687,36381668,36.368628,25.666585,27.563835,21.237257%,2.972600%
LV7001884346-LV7001308319-CGG3-016635_S21_L003,29730704,36022266,36.007781,25.689023,27.590226,20.461400%,2.915645%
LV7001884346-LV7001308319-CGG3-016635_S21_L004,30081914,36365309,36.351929,25.742280,27.703875,20.846949%,2.942859%
LV7001884347-LV7001308322-CGG3-017453_S13_L001,26482236,32312862,32.300239,26.127763,27.805217,11.875525%,2.040849%
LV7001884347-LV7001308322-CGG3-017453_S13_L002,26807204,32621270,32.609589,26.294137,28.046012,11.971414%,2.023172%
LV7001884347-LV7001308322-CGG3-017453_S13_L003,26587452,32560147,32.547604,26.400102,28.165429,11.458035%,2.005859%
LV7001884347-LV7001308322-CGG3-017453_S13_L004,26731701,32673505,32.661439,26.355761,28.180329,11.695847%,2.024032%
LV7001884348-LV7001308199-CGG3-017405_S5_L001,34019909,41370080,41.352897,35.335079,37.501234,8.981837%,0.332294%
LV7001884348-LV7001308199-CGG3-017405_S5_L002,34284503,41641685,41.626299,35.427686,37.694197,9.110029%,0.336167%
LV7001884348-LV7001308199-CGG3-017405_S5_L003,34309529,41950712,41.934107,35.854236,38.174506,8.636004%,0.329493%
LV7001884348-LV7001308199-CGG3-017405_S5_L004,34419130,41979514,41.963799,35.701753,38.104693,8.862320%,0.333955%
LV7001884349-LV7001308364-CGG3-017670_S94_L001,32707812,38629962,38.613244,29.128079,31.692034,15.563455%,2.360990%
LV7001884349-LV7001308364-CGG3-017670_S94_L002,33155080,39068896,39.053536,29.314035,31.980489,15.637265%,2.473891%
LV7001884349-LV7001308364-CGG3-017670_S94_L003,32683166,38704699,38.688109,29.269761,31.927045,15.072290%,2.403529%
LV7001884349-LV7001308364-CGG3-017670_S94_L004,32965547,38972422,38.956945,29.297995,32.030050,15.347754%,2.433145%
LV7001884350-LV7001308347-CGG3-017662_S86_L001,40746428,47288898,47.267008,35.554472,38.984364,16.047356%,1.475742%
LV7001884350-LV7001308347-CGG3-017662_S86_L002,41450283,48008498,47.988046,35.913415,39.507917,16.163817%,1.507519%
LV7001884350-LV7001308347-CGG3-017662_S86_L003,40736171,47394357,47.372304,35.734022,39.292198,15.585360%,1.471244%
LV7001884350-LV7001308347-CGG3-017662_S86_L004,41361329,48079788,48.058745,36.043844,39.743104,15.826013%,1.477063%
LV7001884351-LV7001308377-CGG3-017654_S78_L001,31923921,36276605,36.260656,30.864795,33.415030,7.727797%,0.119899%
LV7001884351-LV7001308377-CGG3-017654_S78_L002,32195427,36469960,36.455304,30.916241,33.534292,7.887365%,0.125219%
LV7001884351-LV7001308377-CGG3-017654_S78_L003,32266073,36849527,36.833656,31.339137,34.054400,7.423401%,0.122024%
LV7001884351-LV7001308377-CGG3-017654_S78_L004,32458206,36953615,36.938378,31.289656,34.073158,7.632468%,0.124288%
LV7001884352-LV7001308360-CGG3-017646_S70_L001,27740005,28743474,28.727945,22.858387,24.759016,13.604409%,0.211160%
LV7001884352-LV7001308360-CGG3-017646_S70_L002,28130969,29126135,29.112329,23.070799,25.046678,13.751342%,0.214050%
LV7001884352-LV7001308360-CGG3-017646_S70_L003,27640851,28681563,28.666479,22.857682,24.792144,13.304470%,0.210741%
LV7001884352-LV7001308360-CGG3-017646_S70_L004,27985742,29012115,28.997914,22.998931,25.017367,13.513407%,0.213605%
LV7001884353-LV7001308343-CGG3-017638_S62_L001,31095952,32264405,32.245875,23.505496,25.494449,20.871507%,0.065825%
LV7001884353-LV7001308343-CGG3-017638_S62_L002,31470723,32630565,32.614179,23.664724,25.723025,21.062701%,0.066618%
LV7001884353-LV7001308343-CGG3-017638_S62_L003,30932516,32151821,32.133778,23.505685,25.533269,20.475267%,0.065451%
LV7001884353-LV7001308343-CGG3-017638_S62_L004,31326402,32531939,32.514822,23.638115,25.745166,20.755018%,0.065198%
LV7001884354-LV7001308373-CGG3-017630_S54_L001,31214444,35030915,35.015527,21.238713,22.888835,32.034257%,2.598070%
LV7001884354-LV7001308373-CGG3-017630_S54_L002,31808523,35633176,35.619011,21.472302,23.198888,32.207489%,2.661876%
LV7001884354-LV7001308373-CGG3-017630_S54_L003,30868910,34677275,34.661806,21.156301,22.830585,31.506910%,2.626398%
LV7001884354-LV7001308373-CGG3-017630_S54_L004,31355516,35186834,35.172265,21.301621,23.045893,31.838945%,2.638141%
LV7001884355-LV7001308297-CGG3-017624_S46_L001,28409956,32309756,32.294052,19.273800,20.626869,33.423229%,2.704733%
LV7001884355-LV7001308297-CGG3-017624_S46_L002,28908580,32796977,32.782606,19.443201,20.865362,33.608493%,2.743845%
LV7001884355-LV7001308297-CGG3-017624_S46_L003,28134923,31995830,31.980331,19.205414,20.593710,32.886057%,2.719018%
LV7001884355-LV7001308297-CGG3-017624_S46_L004,28551556,32448052,32.433442,19.333049,20.777687,33.219965%,2.717494%
LV7001884356-LV7001308306-CGG3-016666_S38_L001,29445416,37670340,37.657423,30.537287,32.701378,10.333779%,2.827092%
LV7001884356-LV7001308306-CGG3-016666_S38_L002,29706903,37864512,37.852735,30.553699,32.794720,10.417955%,2.944395%
LV7001884356-LV7001308306-CGG3-016666_S38_L003,29712057,38175839,38.163147,30.975538,33.277564,9.933175%,2.868660%
LV7001884356-LV7001308306-CGG3-016666_S38_L004,29802585,38197717,38.185460,30.839405,33.192797,10.157615%,2.917160%
LV7001884357-LV7001308314-CGG3-016652_S30_L001,28196842,33834042,33.821007,28.970549,30.695833,8.472462%,0.767872%
LV7001884357-LV7001308314-CGG3-016652_S30_L002,28387925,33928803,33.917247,28.940589,30.720851,8.641261%,0.782841%
LV7001884357-LV7001308314-CGG3-016652_S30_L003,28483903,34378350,34.365521,29.471102,31.306280,8.134761%,0.767304%
LV7001884357-LV7001308314-CGG3-016652_S30_L004,28535198,34307790,34.295883,29.274799,31.161126,8.363351%,0.776980%
LV7001884358-LV7001308318-CGG3-016637_S22_L001,28522189,33412094,33.398538,22.518935,24.193265,24.595984%,2.965920%
LV7001884358-LV7001308318-CGG3-016637_S22_L002,28937552,33796244,33.783699,22.678109,24.419293,24.747746%,2.970965%
LV7001884358-LV7001308318-CGG3-016637_S22_L003,28319667,33222114,33.208635,22.525965,24.248446,24.020234%,2.961269%
LV7001884358-LV7001308318-CGG3-016637_S22_L004,28641175,33533178,33.520452,22.580869,24.358504,24.368821%,2.963591%
LV7001884359-LV7001308281-CGG3-017464_S14_L001,35847243,39168431,39.148410,29.533571,31.549386,19.273710%,0.137101%
LV7001884359-LV7001308281-CGG3-017464_S14_L002,36332473,39634753,39.616678,29.725964,31.827410,19.521392%,0.140196%
LV7001884359-LV7001308281-CGG3-017464_S14_L003,35729674,39192348,39.172531,29.672294,31.759893,18.785403%,0.137647%
LV7001884359-LV7001308281-CGG3-017464_S14_L004,36142951,39562719,39.544252,29.755325,31.930434,19.114308%,0.139611%
LV7001884360-LV7001308223-CGG3-017408_S6_L001,35278128,42971782,42.956953,37.198095,39.473484,7.960576%,0.148633%
LV7001884360-LV7001308223-CGG3-017408_S6_L002,35471989,43144569,43.131289,37.204834,39.574007,8.099042%,0.148526%
LV7001884360-LV7001308223-CGG3-017408_S6_L003,35715679,43763340,43.748855,37.896815,40.347814,7.627841%,0.146171%
LV7001884360-LV7001308223-CGG3-017408_S6_L004,35920323,43916833,43.902640,37.859315,40.398735,7.833839%,0.147242%
LV7001884361-LibPTC22101201-LibPTC_S95_L001,3976,4019,4.016000,2.798000,2.942000,26.718127%,0.024900%
LV7001884361-LibPTC22101201-LibPTC_S95_L002,4057,4099,4.099000,2.852000,2.996000,26.713833%,0.195170%
LV7001884361-LibPTC22101201-LibPTC_S95_L003,4012,4046,4.045000,2.761000,2.920000,27.688504%,0.123609%
LV7001884361-LibPTC22101201-LibPTC_S95_L004,4063,4107,4.103000,2.870000,3.021000,26.273458%,0.097490%
LV7001884362-LV7001308355-CGG3-017663_S87_L001,33421539,39776170,39.760889,29.865521,32.299188,16.815031%,1.951403%
LV7001884362-LV7001308355-CGG3-017663_S87_L002,34158514,40558396,40.544212,30.319099,32.905072,16.917034%,1.924472%
LV7001884362-LV7001308355-CGG3-017663_S87_L003,33559368,40073278,40.057791,30.222322,32.790399,16.246660%,1.895609%
LV7001884362-LV7001308355-CGG3-017663_S87_L004,34169021,40749456,40.735121,30.542755,33.220291,16.553033%,1.895004%
LV7001884363-LV7001308338-CGG3-017655_S79_L001,31783053,37932774,37.917445,33.296107,35.816117,5.378909%,0.162941%
LV7001884363-LV7001308338-CGG3-017655_S79_L002,31832695,37864310,37.850250,33.129269,35.705904,5.496067%,0.169275%
LV7001884363-LV7001308338-CGG3-017655_S79_L003,32267514,38739274,38.723923,33.958564,36.662977,5.157690%,0.164462%
LV7001884363-LV7001308338-CGG3-017655_S79_L004,32177168,38486638,38.472106,33.630326,36.366222,5.307783%,0.166011%
LV7001884364-LV7001308368-CGG3-017647_S71_L001,30630630,33548127,33.533826,28.196729,30.446684,9.072699%,0.133355%
LV7001884364-LV7001308368-CGG3-017647_S71_L002,30918775,33798263,33.785256,28.302395,30.623728,9.220117%,0.137598%
LV7001884364-LV7001308368-CGG3-017647_S71_L003,30710471,33755650,33.741539,28.400186,30.727778,8.796857%,0.135044%
LV7001884364-LV7001308368-CGG3-017647_S71_L004,30946914,33954307,33.940905,28.435316,30.843338,8.990031%,0.136322%
LV7001884365-LV7001308351-CGG3-017639_S63_L001,27802520,30685156,30.671682,18.814237,20.458519,30.859299%,2.439048%
LV7001884365-LV7001308351-CGG3-017639_S63_L002,28398666,31304869,31.292520,19.127990,20.856575,30.901883%,2.447764%
LV7001884365-LV7001308351-CGG3-017639_S63_L003,27505472,30339756,30.326438,18.708358,20.364052,30.409216%,2.441282%
LV7001884365-LV7001308351-CGG3-017639_S63_L004,28033321,30917669,30.904907,18.935362,20.664910,30.703157%,2.430730%
LV7001884366-LV7001308334-CGG3-017631_S55_L001,29146881,33073102,33.058389,18.569055,20.023096,36.914942%,2.516178%
LV7001884366-LV7001308334-CGG3-017631_S55_L002,29708572,33600244,33.586496,18.730378,20.262958,37.101905%,2.567425%
LV7001884366-LV7001308334-CGG3-017631_S55_L003,28866332,32738269,32.723568,18.505192,20.000075,36.331026%,2.550715%
LV7001884366-LV7001308334-CGG3-017631_S55_L004,29359403,33270265,33.256411,18.647586,20.198621,36.716695%,2.547283%
LV7001884367-ExrPTC22101201-ExrPTC_S47_L001,60268,61201,61.163000,42.387000,44.987000,26.316564%,0.130798%
LV7001884367-ExrPTC22101201-ExrPTC_S47_L002,62055,62926,62.905000,43.247000,46.014000,26.711708%,0.139893%
LV7001884367-ExrPTC22101201-ExrPTC_S47_L003,59636,60597,60.572000,41.900000,44.533000,26.348808%,0.130423%
LV7001884367-ExrPTC22101201-ExrPTC_S47_L004,60964,61951,61.926000,42.539000,45.442000,26.465459%,0.153409%
LV7001884368-LV7001308240-CGG3-016668_S39_L001,27497240,35863837,35.852897,29.325711,31.368914,9.666404%,2.840208%
LV7001884368-LV7001308240-CGG3-016668_S39_L002,27620721,35910404,35.900094,29.245322,31.354439,9.705044%,2.956914%
LV7001884368-LV7001308240-CGG3-016668_S39_L003,27768746,36381550,36.370315,29.758309,31.939067,9.293433%,2.890261%
LV7001884368-LV7001308240-CGG3-016668_S39_L004,27774494,36289505,36.279119,29.552420,31.787298,9.444460%,2.936824%
LV7001884369-LV7001308304-CGG3-016653_S31_L001,31267158,38887002,38.873311,33.490212,35.522882,7.477943%,1.140898%
LV7001884369-LV7001308304-CGG3-016653_S31_L002,31385478,38900543,38.887894,33.374358,35.470953,7.621436%,1.165208%
LV7001884369-LV7001308304-CGG3-016653_S31_L003,31628075,39553727,39.540253,34.072629,36.258378,7.165253%,1.134833%
LV7001884369-LV7001308304-CGG3-016653_S31_L004,31693315,39518629,39.505760,33.901401,36.145035,7.356504%,1.150420%
LV7001884370-LV7001308299-CGG3-016639_S23_L001,30714193,36245979,36.230839,25.004334,27.121170,22.458174%,2.685237%
LV7001884370-LV7001308299-CGG3-016639_S23_L002,31045439,36546882,36.532920,25.090324,27.286313,22.630603%,2.679739%
LV7001884370-LV7001308299-CGG3-016639_S23_L003,30674360,36281347,36.266351,25.166571,27.370275,21.887416%,2.642419%
LV7001884370-LV7001308299-CGG3-016639_S23_L004,30930941,36517807,36.503621,25.149867,27.415512,22.238594%,2.657865%
LV7001884371-LV7001308275-CGG3-017475_S15_L001,33871193,38696397,38.678663,31.531653,33.638199,12.648542%,0.383098%
LV7001884371-LV7001308275-CGG3-017475_S15_L002,34261334,39054473,39.038133,31.666739,33.861906,12.868392%,0.391020%
LV7001884371-LV7001308275-CGG3-017475_S15_L003,33913145,38934215,38.916747,31.791815,34.000232,12.251774%,0.381643%
LV7001884371-LV7001308275-CGG3-017475_S15_L004,34220942,39188684,39.171901,31.825615,34.117700,12.515941%,0.386678%
LV7001884372-LV7001308200-CGG3-017411_S7_L001,36829556,44757216,44.741148,38.304858,40.794807,8.616746%,0.203638%
LV7001884372-LV7001308200-CGG3-017411_S7_L002,37068361,44969526,44.954932,38.327377,40.920252,8.768384%,0.206560%
LV7001884372-LV7001308200-CGG3-017411_S7_L003,37199158,45470994,45.454997,38.937339,41.606199,8.265245%,0.202026%
LV7001884372-LV7001308200-CGG3-017411_S7_L004,37238215,45376371,45.361220,38.666890,41.410640,8.503654%,0.205504%
LV7001884374-LV7001308363-CGG3-017664_S88_L001,37016361,43696386,43.679430,27.628065,32.915395,22.647303%,1.995956%
LV7001884374-LV7001308363-CGG3-017664_S88_L002,37555756,44278916,44.263092,27.798034,33.290574,22.780593%,2.008723%
LV7001884374-LV7001308363-CGG3-017664_S88_L003,36960777,43712722,43.695827,27.730272,33.196615,22.051394%,1.976557%
LV7001884374-LV7001308363-CGG3-017664_S88_L004,37337216,44117410,44.101262,27.771052,33.345860,22.405026%,1.982943%
LV7001884375-LV7001308346-CGG3-017656_S80_L001,33063806,38916526,38.899699,34.051547,36.790301,5.307221%,0.115438%
LV7001884375-LV7001308346-CGG3-017656_S80_L002,33253968,39018148,39.003117,34.015902,36.841558,5.422487%,0.119529%
LV7001884375-LV7001308346-CGG3-017656_S80_L003,33479951,39635110,39.618549,34.626115,37.554035,5.093869%,0.117109%
LV7001884375-LV7001308346-CGG3-017656_S80_L004,33546326,39595896,39.579976,34.471958,37.461581,5.233942%,0.118247%
LV7001884376-LV7001308376-CGG3-017648_S72_L001,27804724,28534526,28.517939,23.250614,24.986096,12.260707%,0.123929%
LV7001884376-LV7001308376-CGG3-017648_S72_L002,28213234,28929461,28.914597,23.491305,25.295856,12.387743%,0.127531%
LV7001884376-LV7001308376-CGG3-017648_S72_L003,27685072,28443335,28.427392,23.212661,24.977589,12.010697%,0.124792%
LV7001884376-LV7001308376-CGG3-017648_S72_L004,28005350,28749741,28.734413,23.357094,25.192472,12.200827%,0.125651%
LV7001884377-LV7001308359-CGG3-017640_S64_L001,26536302,29589944,29.575043,17.564867,19.642224,30.718244%,2.866894%
LV7001884377-LV7001308359-CGG3-017640_S64_L002,26968038,30024688,30.011137,17.758480,19.920874,30.767595%,2.854134%
LV7001884377-LV7001308359-CGG3-017640_S64_L003,26217979,29225617,29.210828,17.461263,19.540575,30.262271%,2.842757%
LV7001884377-LV7001308359-CGG3-017640_S64_L004,26667066,29713477,29.699724,17.638457,19.797357,30.513082%,2.828531%
LV7001884378-LV7001308342-CGG3-017632_S56_L001,29681044,33552273,33.535456,19.115890,20.962280,34.789254%,2.702933%
LV7001884378-LV7001308342-CGG3-017632_S56_L002,30190589,34053870,34.038829,19.243767,21.159879,35.052860%,2.783195%
LV7001884378-LV7001308342-CGG3-017632_S56_L003,29383020,33228879,33.212390,19.054775,20.932846,34.246009%,2.726772%
LV7001884378-LV7001308342-CGG3-017632_S56_L004,29838373,33714806,33.699522,19.166694,21.109268,34.611114%,2.749220%
LV7001884379-ExrNTC22101201-ExrNTC_S48_L001,334831,407399,407.254000,338.510000,365.162000,10.049748%,0.285817%
LV7001884379-ExrNTC22101201-ExrNTC_S48_L002,338764,411776,411.629000,341.094000,368.933000,10.109589%,0.262858%
LV7001884379-ExrNTC22101201-ExrNTC_S48_L003,337326,411076,410.931000,342.463000,370.454000,9.595285%,0.254787%
LV7001884379-ExrNTC22101201-ExrNTC_S48_L004,337084,410805,410.675000,340.746000,369.192000,9.837950%,0.263225%
LV7001884380-LV7001308256-CGG3-016670_S40_L001,25310524,33341325,33.329766,27.696512,29.593655,8.368652%,2.840881%
LV7001884380-LV7001308256-CGG3-016670_S40_L002,25539156,33535861,33.525098,27.745885,29.716934,8.395421%,2.963723%
LV7001884380-LV7001308256-CGG3-016670_S40_L003,25768097,34122507,34.111006,28.348389,30.403843,7.981656%,2.886283%
LV7001884380-LV7001308256-CGG3-016670_S40_L004,25901700,34234734,34.223841,28.312833,30.432192,8.145056%,2.933914%
LV7001884381-LV7001308315-CGG3-016654_S32_L001,24837540,32864491,32.853437,27.707124,29.419148,7.673885%,2.779478%
LV7001884381-LV7001308315-CGG3-016654_S32_L002,24902050,32807709,32.797587,27.546410,29.309741,7.765337%,2.869123%
LV7001884381-LV7001308315-CGG3-016654_S32_L003,25163952,33426776,33.415648,28.182099,30.023168,7.352840%,2.799530%
LV7001884381-LV7001308315-CGG3-016654_S32_L004,25112983,33267656,33.257337,27.915963,29.793644,7.559950%,2.854874%
LV7001884382-LV7001308321-CGG3-016641_S24_L001,27238773,32332062,32.318875,22.575043,24.224507,22.336031%,2.709296%
LV7001884382-LV7001308321-CGG3-016641_S24_L002,27664776,32739939,32.727645,22.735551,24.462657,22.504036%,2.749807%
LV7001884382-LV7001308321-CGG3-016641_S24_L003,27216688,32379402,32.366334,22.731999,24.447645,21.756770%,2.709049%
LV7001884382-LV7001308321-CGG3-016641_S24_L004,27670882,32872231,32.859594,22.917568,24.710858,22.088794%,2.709857%
LV7001884383-LV7000631925-CGG3-017486_S16_L001,29656904,38209296,38.196650,30.008769,32.365481,12.365375%,2.900804%
LV7001884383-LV7000631925-CGG3-017486_S16_L002,30233592,38865330,38.853644,30.381732,32.854442,12.438651%,3.001863%
LV7001884383-LV7000631925-CGG3-017486_S16_L003,30053991,38907570,38.894792,30.608674,33.132168,11.884306%,2.931621%
LV7001884383-LV7000631925-CGG3-017486_S16_L004,30859365,39936918,39.924601,31.237711,33.919682,12.087760%,2.952889%
LV7001884384-LV7001308224-CGG3-017414_S8_L001,27655680,33270879,33.258035,26.344388,28.006713,14.089967%,1.699667%
LV7001884384-LV7001308224-CGG3-017414_S8_L002,27993786,33538736,33.527194,26.406240,28.138500,14.340058%,1.732549%
LV7001884384-LV7001308224-CGG3-017414_S8_L003,27804567,33607081,33.594482,26.704480,28.462174,13.578766%,1.698469%
LV7001884384-LV7001308224-CGG3-017414_S8_L004,27977082,33695193,33.683252,26.596021,28.409449,13.933082%,1.723967%
LV7001897371-LV7001308356-CGG3-017669_S93_L001,29819483,34320284,34.303542,22.621856,25.613525,23.312289%,2.020421%
LV7001897371-LV7001308356-CGG3-017669_S93_L002,30324838,34807658,34.792284,22.816833,25.940020,23.454810%,1.988372%
LV7001897371-LV7001308356-CGG3-017669_S93_L003,29699906,34228951,34.212260,22.675989,25.756875,22.735899%,1.978589%
LV7001897371-LV7001308356-CGG3-017669_S93_L004,30119134,34667122,34.651606,22.798034,25.969880,23.079776%,1.974549%
LV7001897408-LV7001308337-CGG3-017649_S73_L001,31454464,36671328,36.657907,26.731394,30.032468,15.434766%,2.638931%
LV7001897408-LV7001308337-CGG3-017649_S73_L002,31869387,37073895,37.061323,26.869546,30.279141,15.430464%,2.869428%
LV7001897408-LV7001308337-CGG3-017649_S73_L003,31400322,36698532,36.685274,26.824476,30.210987,14.869203%,2.778987%
LV7001897408-LV7001308337-CGG3-017649_S73_L004,31679749,36950453,36.937862,26.835080,30.300233,15.165721%,2.803996%
