sample,raw_reads,adpter_removed,fastp_input,fastp_after_filtering,fastp_passed_filters,fastp_too_short,fastp_low complexity
LV7001883372-LV7001308300-CGG3-016664_S37_L001,25717471,31420413,31.405803,24.442794,26.208169,13.433323%,3.116593%
LV7001883372-LV7001308300-CGG3-016664_S37_L002,25788000,31505442,31.491770,24.511318,26.293073,13.431658%,3.076455%
LV7001883372-LV7001308300-CGG3-016664_S37_L003,25872505,31699676,31.686027,24.657542,26.503913,13.237097%,3.117475%
LV7001883372-LV7001308300-CGG3-016664_S37_L004,26009995,31903660,31.890154,24.868221,26.649813,13.297161%,3.135313%
LV7001883373-LV7001308323-CGG3-016651_S29_L001,29391893,35591883,35.578626,28.356189,30.596532,12.048495%,1.954558%
LV7001883373-LV7001308323-CGG3-016651_S29_L002,29450354,35661731,35.648919,28.396172,30.652066,12.089935%,1.926908%
LV7001883373-LV7001308323-CGG3-016651_S29_L003,29657978,36039034,36.026348,28.702077,31.044314,11.870110%,1.958753%
LV7001883373-LV7001308323-CGG3-016651_S29_L004,29777987,36221607,36.209442,28.925813,31.202294,11.869180%,1.959113%
LV7001883374-LV7001308319-CGG3-016635_S21_L001,28850982,34922014,34.908574,23.702576,25.618602,23.551094%,3.061199%
LV7001883374-LV7001308319-CGG3-016635_S21_L002,28974688,35071923,35.059131,23.792022,25.724985,23.607907%,3.016102%
LV7001883374-LV7001308319-CGG3-016635_S21_L003,29053128,35245728,35.233068,23.943288,25.944967,23.291894%,3.069991%
LV7001883374-LV7001308319-CGG3-016635_S21_L004,29176399,35412569,35.400319,24.106587,26.055366,23.331290%,3.066645%
LV7001883375-LV7001308322-CGG3-017453_S13_L001,29571498,35958483,35.944189,27.902029,29.944107,14.518848%,2.173926%
LV7001883375-LV7001308322-CGG3-017453_S13_L002,29677254,36106891,36.093398,28.012668,30.076604,14.530799%,2.139269%
LV7001883375-LV7001308322-CGG3-017453_S13_L003,29787703,36358102,36.344655,28.214313,30.358993,14.287361%,2.181806%
LV7001883375-LV7001308322-CGG3-017453_S13_L004,29882446,36520966,36.508075,28.432724,30.503103,14.286713%,2.161626%
LV7001883376-LV7001308199-CGG3-017405_S5_L001,43556121,55425522,55.405076,44.533939,47.732194,11.632566%,2.216133%
LV7001883376-LV7001308199-CGG3-017405_S5_L002,43737308,55712398,55.693100,44.761884,48.001259,11.638946%,2.172174%
LV7001883376-LV7001308199-CGG3-017405_S5_L003,44085984,56334921,56.315323,45.237774,48.635263,11.411534%,2.226069%
LV7001883376-LV7001308199-CGG3-017405_S5_L004,44267603,56648572,56.629935,45.629015,48.917907,11.408009%,2.210280%
LV7001883377-LV7001308364-CGG3-017670_S94_L001,24005855,28377099,28.364882,21.016321,22.750870,17.125197%,2.666925%
LV7001883377-LV7001308364-CGG3-017670_S94_L002,24109357,28499386,28.487859,21.098061,22.851876,17.158341%,2.625466%
LV7001883377-LV7001308364-CGG3-017670_S94_L003,24131209,28595958,28.584475,21.184562,22.985500,16.919751%,2.667717%
LV7001883377-LV7001308364-CGG3-017670_S94_L004,24230657,28736428,28.725393,21.339047,23.094586,16.912910%,2.689283%
LV7001883378-LV7001308347-CGG3-017662_S86_L001,31068385,35714991,35.698364,26.682318,29.031442,17.507323%,1.168384%
LV7001883378-LV7001308347-CGG3-017662_S86_L002,31131833,35793154,35.777300,26.726319,29.092865,17.533567%,1.149886%
LV7001883378-LV7001308347-CGG3-017662_S86_L003,31198918,35968065,35.952309,26.882827,29.318903,17.274696%,1.175874%
LV7001883378-LV7001308347-CGG3-017662_S86_L004,31426519,36281950,36.266566,27.188898,29.578383,17.273723%,1.168010%
LV7001883379-LV7001308377-CGG3-017654_S78_L001,29855173,35864046,35.849808,26.286645,29.991994,13.880889%,2.458987%
LV7001883379-LV7001308377-CGG3-017654_S78_L002,29867763,35877659,35.864110,26.293193,30.007557,13.907695%,2.422148%
LV7001883379-LV7001308377-CGG3-017654_S78_L003,30066465,36219053,36.205659,26.525518,30.367245,13.668314%,2.457381%
LV7001883379-LV7001308377-CGG3-017654_S78_L004,30104006,36291328,36.278357,26.642832,30.411423,13.690694%,2.481300%
LV7001883380-LV7001308360-CGG3-017646_S70_L001,28422612,31889827,31.875228,20.285969,22.717358,25.917967%,2.812400%
LV7001883380-LV7001308360-CGG3-017646_S70_L002,28501564,31971515,31.957440,20.310449,22.754544,26.012856%,2.784494%
LV7001883380-LV7001308360-CGG3-017646_S70_L003,28478307,31964719,31.951174,20.341406,22.827601,25.729621%,2.825114%
LV7001883380-LV7001308360-CGG3-017646_S70_L004,28545367,32052621,32.039365,20.440437,22.872480,25.772128%,2.839192%
LV7001883381-LV7001308343-CGG3-017638_S62_L001,28656886,31994286,31.978447,18.193633,20.346646,33.496492%,2.877385%
LV7001883381-LV7001308343-CGG3-017638_S62_L002,28738717,32083917,32.068746,18.241781,20.409026,33.528405%,2.830111%
LV7001883381-LV7001308343-CGG3-017638_S62_L003,28644324,32002997,31.988195,18.220560,20.411620,33.293670%,2.896478%
LV7001883381-LV7001308343-CGG3-017638_S62_L004,28704451,32078547,32.064011,18.313981,20.455740,33.314397%,2.889030%
LV7001883382-LV7001308373-CGG3-017630_S54_L001,31034778,32265573,32.249701,20.822239,22.422912,30.347491%,0.123455%
LV7001883382-LV7001308373-CGG3-017630_S54_L002,31175344,32414338,32.399206,20.896279,22.514237,30.389063%,0.120849%
LV7001883382-LV7001308373-CGG3-017630_S54_L003,31059491,32333464,32.318935,20.896017,22.537600,30.141590%,0.123438%
LV7001883382-LV7001308373-CGG3-017630_S54_L004,31145960,32428881,32.414999,20.995128,22.580185,30.215790%,0.124529%
LV7001883383-LV7001308297-CGG3-017624_S46_L001,22754551,25887533,25.875207,15.257393,16.337886,33.990971%,2.867946%
LV7001883383-LV7001308297-CGG3-017624_S46_L002,22827351,25964783,25.952864,15.303954,16.395918,34.007318%,2.816926%
LV7001883383-LV7001308297-CGG3-017624_S46_L003,22725771,25880081,25.868299,15.285101,16.395622,33.744627%,2.874236%
LV7001883383-LV7001308297-CGG3-017624_S46_L004,22817060,25990544,25.979424,15.388701,16.461038,33.781184%,2.856988%
LV7001883384-LV7001308306-CGG3-016666_S38_L001,24319990,31341834,31.331703,25.098947,27.033824,10.921478%,2.795871%
LV7001883384-LV7001308306-CGG3-016666_S38_L002,24383391,31416333,31.406575,25.151226,27.101463,10.943562%,2.764115%
LV7001883384-LV7001308306-CGG3-016666_S38_L003,24582290,31813138,31.803449,25.458868,27.503773,10.731484%,2.788044%
LV7001883384-LV7001308306-CGG3-016666_S38_L004,24652504,31940399,31.931203,25.624418,27.608076,10.724961%,2.813918%
LV7001883385-LV7001308314-CGG3-016652_S30_L001,29568476,34444086,34.430248,28.622201,30.592140,10.643031%,0.504458%
LV7001883385-LV7001308314-CGG3-016652_S30_L002,29633449,34513223,34.499970,28.656874,30.639567,10.695015%,0.494569%
LV7001883385-LV7001308314-CGG3-016652_S30_L003,29856971,34921891,34.908844,29.007097,31.079511,10.462824%,0.506697%
LV7001883385-LV7001308314-CGG3-016652_S30_L004,29826249,34885757,34.873453,29.043055,31.024482,10.530067%,0.506898%
LV7001883386-LV7001308318-CGG3-016637_S22_L001,23896172,27554169,27.542335,17.608634,18.932478,28.448855%,2.811592%
LV7001883386-LV7001308318-CGG3-016637_S22_L002,23986927,27652242,27.640994,17.659899,18.996710,28.509051%,2.764369%
LV7001883386-LV7001308318-CGG3-016637_S22_L003,23917084,27616242,27.605174,17.727110,19.091626,28.001541%,2.838866%
LV7001883386-LV7001308318-CGG3-016637_S22_L004,24013938,27724069,27.713179,17.767932,19.089196,28.298421%,2.820286%
LV7001883387-LV7001308281-CGG3-017464_S14_L001,27811070,30305005,30.289880,21.409349,22.996515,23.830926%,0.247627%
LV7001883387-LV7001308281-CGG3-017464_S14_L002,27914762,30418180,30.403912,21.467469,23.068115,23.883782%,0.244025%
LV7001883387-LV7001308281-CGG3-017464_S14_L003,27919914,30503384,30.489397,21.582094,23.230765,23.560397%,0.246673%
LV7001883387-LV7001308281-CGG3-017464_S14_L004,28033973,30643651,30.630132,21.724990,23.313722,23.638204%,0.248112%
LV7001883388-LV7001308223-CGG3-017408_S6_L001,28918684,34867509,34.855634,28.948822,30.957715,10.920676%,0.262362%
LV7001883388-LV7001308223-CGG3-017408_S6_L002,28966506,34943431,34.932185,28.990918,31.019835,10.941580%,0.258263%
LV7001883388-LV7001308223-CGG3-017408_S6_L003,29294262,35488146,35.476752,29.451296,31.594153,10.681866%,0.262200%
LV7001883388-LV7001308223-CGG3-017408_S6_L004,29360877,35606902,35.595936,29.629723,31.686204,10.722730%,0.260917%
LV7001883389-LibPTC22101201-LibPTC_S95_L001,292,299,299</td,206</td,215,27.090301%,1.003344%
LV7001883389-LibPTC22101201-LibPTC_S95_L002,308,315,315</td,201</td,215,31.428571%,0.317460%
LV7001883389-LibPTC22101201-LibPTC_S95_L003,334,342,342</td,234</td,248,26.900585%,0.584795%
LV7001883389-LibPTC22101201-LibPTC_S95_L004,360,370,370</td,242</td,259,29.459459%,0.540541%
LV7001883390-LV7001308355-CGG3-017663_S87_L001,28694674,34331171,34.318227,24.974526,27.127254,18.928854%,2.024947%
LV7001883390-LV7001308355-CGG3-017663_S87_L002,28806687,34469694,34.457336,25.045704,27.215245,19.016493%,2.001066%
LV7001883390-LV7001308355-CGG3-017663_S87_L003,28907133,34683957,34.671786,25.231054,27.476328,18.709619%,2.043445%
LV7001883390-LV7001308355-CGG3-017663_S87_L004,29076053,34943477,34.931695,25.496113,27.702169,18.694137%,2.002041%
LV7001883391-LV7001308338-CGG3-017655_S79_L001,23694970,28972997,28.961320,21.069974,24.712543,12.864600%,1.805923%
LV7001883391-LV7001308338-CGG3-017655_S79_L002,23752210,29044541,29.033729,21.110268,24.773325,12.891220%,1.782761%
LV7001883391-LV7001308338-CGG3-017655_S79_L003,23946840,29372974,29.362113,21.322262,25.117627,12.646059%,1.809597%
LV7001883391-LV7001308338-CGG3-017655_S79_L004,24000086,29468494,29.457938,21.432805,25.193634,12.667363%,1.808545%
LV7001883392-LV7001308368-CGG3-017647_S71_L001,25520773,29400080,29.388651,21.270678,23.207530,18.201846%,2.830494%
LV7001883392-LV7001308368-CGG3-017647_S71_L002,25561383,29441012,29.430162,21.289112,23.234883,18.250097%,2.800685%
LV7001883392-LV7001308368-CGG3-017647_S71_L003,25576557,29505383,29.494394,21.351089,23.337856,18.033596%,2.839991%
LV7001883392-LV7001308368-CGG3-017647_S71_L004,25693445,29657188,29.646712,21.522212,23.458634,18.028907%,2.843823%
LV7001883393-LV7001308351-CGG3-017639_S63_L001,25803697,28296586,28.283792,14.947921,16.729020,38.478893%,2.374088%
LV7001883393-LV7001308351-CGG3-017639_S63_L002,25905529,28408675,28.396452,15.003535,16.803107,38.484498%,2.342240%
LV7001883393-LV7001308351-CGG3-017639_S63_L003,25728726,28216102,28.204337,14.920804,16.719233,38.321014%,2.400042%
LV7001883393-LV7001308351-CGG3-017639_S63_L004,25831362,28328809,28.317196,15.010452,16.780043,38.380424%,2.362144%
LV7001883394-LV7001308334-CGG3-017631_S55_L001,25363646,28045435,28.032619,16.311066,17.449863,35.548020%,2.203558%
LV7001883394-LV7001308334-CGG3-017631_S55_L002,25448738,28135010,28.122737,16.344484,17.493033,35.629061%,2.168484%
LV7001883394-LV7001308334-CGG3-017631_S55_L003,25323230,28026707,28.014442,16.327798,17.490659,35.338427%,2.227137%
LV7001883394-LV7001308334-CGG3-017631_S55_L004,25477542,28198724,28.186923,16.443570,17.572459,35.420599%,2.236807%
LV7001883395-ExrPTC22101201-ExrPTC_S47_L001,10503,10631,10.624000,6.964000,7.397000,30.252259%,0.122364%
LV7001883395-ExrPTC22101201-ExrPTC_S47_L002,10403,10554,10.549000,6.799000,7.266000,30.988719%,0.132714%
LV7001883395-ExrPTC22101201-ExrPTC_S47_L003,10390,10517,10.509000,6.900000,7.373000,29.764963%,0.076125%
LV7001883395-ExrPTC22101201-ExrPTC_S47_L004,10325,10467,10.462000,6.840000,7.286000,30.261900%,0.095584%
LV7001883396-LV7001308240-CGG3-016668_S39_L001,26507358,33546929,33.535719,26.724062,28.700823,11.386271%,3.030882%
LV7001883396-LV7001308240-CGG3-016668_S39_L002,26570747,33632569,33.621663,26.786440,28.780292,11.408180%,2.991378%
LV7001883396-LV7001308240-CGG3-016668_S39_L003,26744354,33972689,33.961839,27.064763,29.152615,11.132298%,3.028373%
LV7001883396-LV7001308240-CGG3-016668_S39_L004,26787559,34056977,34.046776,27.193100,29.200021,11.179079%,3.056498%
LV7001883397-LV7001308304-CGG3-016653_S31_L001,33564382,42236347,42.221382,35.205139,37.693771,8.781896%,1.941606%
LV7001883397-LV7001308304-CGG3-016653_S31_L002,33590928,42275028,42.260937,35.229408,37.730238,8.807706%,1.913067%
LV7001883397-LV7001308304-CGG3-016653_S31_L003,33955456,42904775,42.890651,35.719111,38.359878,8.620760%,1.942785%
LV7001883397-LV7001308304-CGG3-016653_S31_L004,34036289,43042754,43.028796,35.937960,38.473053,8.641155%,1.946506%
LV7001883398-LV7001308299-CGG3-016639_S23_L001,24681753,28823224,28.810997,18.601429,20.113325,27.110554%,3.078168%
LV7001883398-LV7001308299-CGG3-016639_S23_L002,24752235,28904171,28.892556,18.647315,20.171766,27.158698%,3.024821%
LV7001883398-LV7001308299-CGG3-016639_S23_L003,24729549,28926141,28.914593,18.687585,20.249935,26.867879%,3.098505%
LV7001883398-LV7001308299-CGG3-016639_S23_L004,24744926,28950966,28.939800,18.759959,20.261501,26.911209%,3.076210%
LV7001883399-LV7001308275-CGG3-017475_S15_L001,34450345,42042265,42.024598,32.955725,35.482218,13.192060%,2.375918%
LV7001883399-LV7001308275-CGG3-017475_S15_L002,34553202,42187788,42.170940,33.069784,35.619534,13.201781%,2.333576%
LV7001883399-LV7001308275-CGG3-017475_S15_L003,34730162,42542833,42.526317,33.337757,35.995720,12.989343%,2.367259%
LV7001883399-LV7001308275-CGG3-017475_S15_L004,34870500,42777114,42.761275,33.627515,36.195400,12.974099%,2.380624%
LV7001883400-LV7001308200-CGG3-017411_S7_L001,31192217,37308085,37.294787,30.630894,32.871388,11.556543%,0.304093%
LV7001883400-LV7001308200-CGG3-017411_S7_L002,31259160,37414669,37.402083,30.694939,32.958560,11.582890%,0.297526%
LV7001883400-LV7001308200-CGG3-017411_S7_L003,31498102,37844873,37.832358,31.058116,33.432694,11.325445%,0.303922%
LV7001883400-LV7001308200-CGG3-017411_S7_L004,31532677,37904507,37.892589,31.188730,33.462421,11.388562%,0.302822%
LV7001883402-LV7001308363-CGG3-017664_S88_L001,40164264,46897365,46.878837,26.813633,32.072517,29.384404%,2.199826%
LV7001883402-LV7001308363-CGG3-017664_S88_L002,40307321,47079404,47.062007,26.901355,32.203296,29.416977%,2.155648%
LV7001883402-LV7001308363-CGG3-017664_S88_L003,40243321,47084103,47.066787,26.952172,32.346602,29.073257%,2.201844%
LV7001883402-LV7001308363-CGG3-017664_S88_L004,40427021,47346600,47.329487,27.177168,32.534759,29.079658%,2.179350%
LV7001883403-LV7001308346-CGG3-017656_S80_L001,28569246,34385978,34.371839,23.933883,28.118953,15.863635%,2.328252%
LV7001883403-LV7001308346-CGG3-017656_S80_L002,28614967,34430877,34.417715,23.947390,28.154851,15.888394%,2.308236%
LV7001883403-LV7001308346-CGG3-017656_S80_L003,28711919,34640180,34.626658,24.094256,28.402612,15.634015%,2.340708%
LV7001883403-LV7001308346-CGG3-017656_S80_L004,28873762,34873070,34.859998,24.298107,28.589917,15.633351%,2.353113%
LV7001883404-LV7001308376-CGG3-017648_S72_L001,28790549,32156292,32.140262,21.041170,23.598431,23.212490%,3.364241%
LV7001883404-LV7001308376-CGG3-017648_S72_L002,28872102,32235541,32.219971,21.082278,23.656543,23.277128%,3.300884%
LV7001883404-LV7001308376-CGG3-017648_S72_L003,28820388,32202194,32.186881,21.074536,23.675074,23.070934%,3.374024%
LV7001883404-LV7001308376-CGG3-017648_S72_L004,28887899,32275634,32.260901,21.160880,23.709692,23.115864%,3.390553%
LV7001883405-LV7001308359-CGG3-017640_S64_L001,25815851,28608504,28.594135,15.493123,17.276985,36.859433%,2.719138%
LV7001883405-LV7001308359-CGG3-017640_S64_L002,25919848,28718482,28.704579,15.543734,17.342154,36.900280%,2.683736%
LV7001883405-LV7001308359-CGG3-017640_S64_L003,25860276,28666299,28.652868,15.522129,17.334954,36.734850%,2.765259%
LV7001883405-LV7001308359-CGG3-017640_S64_L004,25985290,28807446,28.794255,15.638455,17.429046,36.751678%,2.718726%
LV7001883406-LV7001308342-CGG3-017632_S56_L001,26354743,29635055,29.620972,15.313870,16.675103,40.751154%,2.953924%
LV7001883406-LV7001308342-CGG3-017632_S56_L002,26437258,29721396,29.708227,15.350742,16.723060,40.801055%,2.907939%
LV7001883406-LV7001308342-CGG3-017632_S56_L003,26294877,29587184,29.574037,15.325616,16.715099,40.515727%,2.964769%
LV7001883406-LV7001308342-CGG3-017632_S56_L004,26413394,29728603,29.716170,15.427281,16.780856,40.563710%,2.965836%
LV7001883407-ExrNTC22101201-ExrNTC_S48_L001,301924,346396,346.271000,234.427000,254.082000,26.055893%,0.567475%
LV7001883407-ExrNTC22101201-ExrNTC_S48_L002,303292,348838,348.713000,236.515000,256.614000,25.857654%,0.553464%
LV7001883407-ExrNTC22101201-ExrNTC_S48_L003,304538,350891,350.771000,238.213000,259.150000,25.572239%,0.547651%
LV7001883407-ExrNTC22101201-ExrNTC_S48_L004,307105,354388,354.253000,241.955000,262.227000,25.415452%,0.562028%
LV7001883408-LV7001308256-CGG3-016670_S40_L001,23928784,31478674,31.467920,25.266000,27.190868,10.669174%,2.922611%
LV7001883408-LV7001308256-CGG3-016670_S40_L002,23947332,31481772,31.471619,25.254595,27.182663,10.748275%,2.879737%
LV7001883408-LV7001308256-CGG3-016670_S40_L003,24234999,32012982,32.002704,25.672403,27.706663,10.507950%,2.916044%
LV7001883408-LV7001308256-CGG3-016670_S40_L004,24491846,32464198,32.454392,26.112419,28.116696,10.438969%,2.926544%
LV7001883409-LV7001308315-CGG3-016654_S32_L001,24261050,32830815,32.820905,26.976300,28.875462,9.032295%,2.988833%
LV7001883409-LV7001308315-CGG3-016654_S32_L002,24320932,32922913,32.913209,27.049926,28.968659,9.042102%,2.942600%
LV7001883409-LV7001308315-CGG3-016654_S32_L003,24661210,33526867,33.517270,27.515868,29.556747,8.831584%,2.984781%
LV7001883409-LV7001308315-CGG3-016654_S32_L004,24730908,33655729,33.646441,27.692845,29.663147,8.835021%,3.003658%
LV7001883410-LV7001308321-CGG3-016641_S24_L001,22865256,26973498,26.962437,18.070448,19.385512,25.511685%,2.590096%
LV7001883410-LV7001308321-CGG3-016641_S24_L002,22916356,27023009,27.012772,18.091481,19.412251,25.580703%,2.556065%
LV7001883410-LV7001308321-CGG3-016641_S24_L003,22975145,27160680,27.150414,18.223850,19.586522,25.256871%,2.602343%
LV7001883410-LV7001308321-CGG3-016641_S24_L004,23123089,27346786,27.336834,18.390695,19.716505,25.285167%,2.590516%
LV7001883411-LV7000631925-CGG3-017486_S16_L001,18377300,23260590,23.252585,17.989870,19.335823,14.065172%,2.779244%
LV7001883411-LV7000631925-CGG3-017486_S16_L002,18315479,23168704,23.161205,17.916219,19.258128,14.106023%,2.745764%
LV7001883411-LV7000631925-CGG3-017486_S16_L003,18531705,23549345,23.541909,18.220006,19.638354,13.807028%,2.774274%
LV7001883411-LV7000631925-CGG3-017486_S16_L004,18861954,24045031,24.037458,18.661942,20.072523,13.726131%,2.768687%
LV7001883412-LV7001308224-CGG3-017414_S8_L001,53776218,69008538,68.986254,56.311008,60.204142,11.295836%,1.434399%
LV7001883412-LV7001308224-CGG3-017414_S8_L002,54041372,69400849,69.379512,56.601885,60.548370,11.317364%,1.411382%
LV7001883412-LV7001308224-CGG3-017414_S8_L003,54557335,70358546,70.337486,57.397649,61.554905,11.051035%,1.435310%
LV7001883412-LV7001308224-CGG3-017414_S8_L004,54901045,70979794,70.959530,58.070961,62.117612,11.027853%,1.432655%
